,Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,강우감지,일사량,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
218,46,farm14,20170321,32주차,514.77125,76.53625,21.5358333,1.0,1814,1.2341667,30.414950352866246,15,2.67,4.78,93
219,46,farm14,20170322,32주차,542.9279167,82.6704167,17.805,1.0,318,0.7385714,30.414950352866246,9,2.71,5.65,96
220,46,farm14,20170323,32주차,518.47125,75.0095833,22.0545833,0.0,2026,1.4142857,30.414950352866246,14,2.64,4.85,95
221,46,farm14,20170324,32주차,510.99125,79.2854167,18.82875,1.0,691,2.0675,30.414950352866246,8,2.7,5.73,87
222,46,farm14,20170325,32주차,520.8841667,79.36875,19.59625,1.0,751,1.4433333,30.414950352866246,9,2.69,5.74,86
223,47,farm14,20170319,32주차,608.9620833,81.22625,19.2420833,1.0,959,0.978125,30.414950352866246,10,2.7,5.62,92
224,47,farm14,20170320,32주차,560.93875,77.7241667,19.5725,1.0,1462,1.4209524,30.414950352866246,15,2.82,5.59,101
225,47,farm14,20170321,32주차,514.77125,76.53625,21.5358333,1.0,1814,1.2341667,30.414950352866246,15,2.67,4.78,93
226,47,farm14,20170322,32주차,542.9279167,82.6704167,17.805,1.0,318,0.7385714,30.414950352866246,9,2.71,5.65,96
227,47,farm14,20170323,32주차,518.47125,75.0095833,22.0545833,0.0,2026,1.4142857,30.414950352866246,14,2.64,4.85,95
228,47,farm14,20170324,32주차,510.99125,79.2854167,18.82875,1.0,691,2.0675,30.414950352866246,8,2.7,5.73,87
229,47,farm14,20170325,32주차,520.8841667,79.36875,19.59625,1.0,751,1.4433333,30.414950352866246,9,2.69,5.74,86
230,48,farm18,20170305,32주차,570.5358333,72.9425,18.8245833,0.0,1722,1.1058333,84.6279167,16,2.58,5.65,71
231,48,farm18,20170306,32주차,558.775,77.2308333,18.7066667,0.0,1581,1.7666667,81.45375,19,2.54,6.09,74
232,48,farm18,20170307,32주차,566.9491667,74.0004167,18.7508333,0.0,1720,2.4275,81.3725,21,2.61,5.63,73
233,48,farm18,20170308,32주차,562.6554167,71.8458333,19.1433333,0.0,1934,1.3533333,75.2583333,21,2.57,5.75,78
234,48,farm18,20170309,32주차,525.095,74.6441667,18.7616667,0.0,1516,1.1469565,67.7395833,16,2.61,6.04,74
235,48,farm18,20170310,32주차,540.4129167,71.51625,19.07375,0.0,1865,1.2379167,68.11375,18,2.56,5.75,76
236,48,farm18,20170311,32주차,567.4741667,72.4933333,18.7716667,0.0,1164,1.0929167,84.14375,16,2.26,5.82,72
237,49,farm18,20170305,32주차,570.5358333,72.9425,18.8245833,0.0,1722,1.1058333,84.6279167,16,2.58,5.65,71
238,49,farm18,20170306,32주차,558.775,77.2308333,18.7066667,0.0,1581,1.7666667,81.45375,19,2.54,6.09,74
239,49,farm18,20170307,32주차,566.9491667,74.0004167,18.7508333,0.0,1720,2.4275,81.3725,21,2.61,5.63,73
240,49,farm18,20170308,32주차,562.6554167,71.8458333,19.1433333,0.0,1934,1.3533333,75.2583333,21,2.57,5.75,78
241,49,farm18,20170309,32주차,525.095,74.6441667,18.7616667,0.0,1516,1.1469565,67.7395833,16,2.61,6.04,74
242,49,farm18,20170310,32주차,540.4129167,71.51625,19.07375,0.0,1865,1.2379167,68.11375,18,2.56,5.75,76
243,49,farm18,20170311,32주차,567.4741667,72.4933333,18.7716667,0.0,1164,1.0929167,84.14375,16,2.26,5.82,72
244,50,farm18,20170305,32주차,570.5358333,72.9425,18.8245833,0.0,1722,1.1058333,84.6279167,16,2.58,5.65,71
245,50,farm18,20170306,32주차,558.775,77.2308333,18.7066667,0.0,1581,1.7666667,81.45375,19,2.54,6.09,74
246,50,farm18,20170307,32주차,566.9491667,74.0004167,18.7508333,0.0,1720,2.4275,81.3725,21,2.61,5.63,73
247,50,farm18,20170308,32주차,562.6554167,71.8458333,19.1433333,0.0,1934,1.3533333,75.2583333,21,2.57,5.75,78
248,50,farm18,20170309,32주차,525.095,74.6441667,18.7616667,0.0,1516,1.1469565,67.7395833,16,2.61,6.04,74
249,50,farm18,20170310,32주차,540.4129167,71.51625,19.07375,0.0,1865,1.2379167,68.11375,18,2.56,5.75,76
250,50,farm18,20170311,32주차,567.4741667,72.4933333,18.7716667,0.0,1164,1.0929167,84.14375,16,2.26,5.82,72
251,51,farm18,20170305,32주차,570.5358333,72.9425,18.8245833,0.0,1722,1.1058333,84.6279167,16,2.58,5.65,71
252,51,farm18,20170306,32주차,558.775,77.2308333,18.7066667,0.0,1581,1.7666667,81.45375,19,2.54,6.09,74
253,51,farm18,20170307,32주차,566.9491667,74.0004167,18.7508333,0.0,1720,2.4275,81.3725,21,2.61,5.63,73
254,51,farm18,20170308,32주차,562.6554167,71.8458333,19.1433333,0.0,1934,1.3533333,75.2583333,21,2.57,5.75,78
255,51,farm18,20170309,32주차,525.095,74.6441667,18.7616667,0.0,1516,1.1469565,67.7395833,16,2.61,6.04,74
256,51,farm18,20170310,32주차,540.4129167,71.51625,19.07375,0.0,1865,1.2379167,68.11375,18,2.56,5.75,76
257,51,farm18,20170311,32주차,567.4741667,72.4933333,18.7716667,0.0,1164,1.0929167,84.14375,16,2.26,5.82,72
258,52,farm18,20170312,33주차,566.7083333,69.1866667,19.0320833,0.0,1836,1.2520833,86.8495833,18,2.26,4.6,80
259,52,farm18,20170313,33주차,558.4029167,83.1125,17.2566667,1.0,477,1.09625,87.8395833,9,2.69,5.66,93
260,52,farm18,20170314,33주차,577.5154167,74.3604167,19.0420833,1.0,1833,2.78875,84.9291667,13,2.71,4.94,89
261,52,farm18,20170315,33주차,569.7516667,75.53875,18.7525,0.0,1442,1.0170833,73.43125,13,2.66,5.55,81
262,52,farm18,20170316,33주차,570.59875,76.04875,18.7170833,0.0,1383,1.2633333,64.8741667,14,2.66,5.57,81
263,52,farm18,20170317,33주차,559.05875,75.4583333,18.9420833,0.0,1074,1.2478261,63.31,10,2.7,5.65,88
264,52,farm18,20170318,33주차,591.7858333,83.4016667,18.0275,1.0,507,1.0779167,63.67625,10,2.69,5.65,90
265,53,farm18,20170312,33주차,566.7083333,69.1866667,19.0320833,0.0,1836,1.2520833,86.8495833,18,2.26,4.6,80
266,53,farm18,20170313,33주차,558.4029167,83.1125,17.2566667,1.0,477,1.09625,87.8395833,9,2.69,5.66,93
267,53,farm18,20170314,33주차,577.5154167,74.3604167,19.0420833,1.0,1833,2.78875,84.9291667,13,2.71,4.94,89
268,53,farm18,20170315,33주차,569.7516667,75.53875,18.7525,0.0,1442,1.0170833,73.43125,13,2.66,5.55,81
269,53,farm18,20170316,33주차,570.59875,76.04875,18.7170833,0.0,1383,1.2633333,64.8741667,14,2.66,5.57,81
270,53,farm18,20170317,33주차,559.05875,75.4583333,18.9420833,0.0,1074,1.2478261,63.31,10,2.7,5.65,88
271,53,farm18,20170318,33주차,591.7858333,83.4016667,18.0275,1.0,507,1.0779167,63.67625,10,2.69,5.65,90
272,54,farm18,20170312,33주차,566.7083333,69.1866667,19.0320833,0.0,1836,1.2520833,86.8495833,18,2.26,4.6,80
273,54,farm18,20170313,33주차,558.4029167,83.1125,17.2566667,1.0,477,1.09625,87.8395833,9,2.69,5.66,93
274,54,farm18,20170314,33주차,577.5154167,74.3604167,19.0420833,1.0,1833,2.78875,84.9291667,13,2.71,4.94,89
275,54,farm18,20170315,33주차,569.7516667,75.53875,18.7525,0.0,1442,1.0170833,73.43125,13,2.66,5.55,81
276,54,farm18,20170316,33주차,570.59875,76.04875,18.7170833,0.0,1383,1.2633333,64.8741667,14,2.66,5.57,81
277,54,farm18,20170317,33주차,559.05875,75.4583333,18.9420833,0.0,1074,1.2478261,63.31,10,2.7,5.65,88
278,54,farm18,20170318,33주차,591.7858333,83.4016667,18.0275,1.0,507,1.0779167,63.67625,10,2.69,5.65,90
279,55,farm18,20170312,33주차,566.7083333,69.1866667,19.0320833,0.0,1836,1.2520833,86.8495833,18,2.26,4.6,80
280,55,farm18,20170313,33주차,558.4029167,83.1125,17.2566667,1.0,477,1.09625,87.8395833,9,2.69,5.66,93
281,55,farm18,20170314,33주차,577.5154167,74.3604167,19.0420833,1.0,1833,2.78875,84.9291667,13,2.71,4.94,89
282,55,farm18,20170315,33주차,569.7516667,75.53875,18.7525,0.0,1442,1.0170833,73.43125,13,2.66,5.55,81
283,55,farm18,20170316,33주차,570.59875,76.04875,18.7170833,0.0,1383,1.2633333,64.8741667,14,2.66,5.57,81
284,55,farm18,20170317,33주차,559.05875,75.4583333,18.9420833,0.0,1074,1.2478261,63.31,10,2.7,5.65,88
285,55,farm18,20170318,33주차,591.7858333,83.4016667,18.0275,1.0,507,1.0779167,63.67625,10,2.69,5.65,90
286,58,farm18,20170319,34주차,552.3741667,75.4158333,18.7591667,1.0,1277,1.5308333,63.6870833,10,2.8,4.23,95
287,58,farm18,20170320,34주차,575.6691667,76.8575,18.6825,1.0,1432,2.1841667,63.0716667,13,2.66,5.47,83
288,58,farm18,20170321,34주차,559.28,75.7604167,18.9341667,1.0,1719,1.26125,61.6041667,13,2.69,4.62,88
289,58,farm18,20170322,34주차,572.6804167,79.4870833,19.1575,1.0,325,1.2441667,57.7225,8,2.68,5.6,95
290,58,farm18,20170323,34주차,583.0304167,74.2495833,19.43375,0.0,1981,1.405,60.2854167,19,2.61,5.59,78
291,58,farm18,20170324,34주차,588.2270833,80.3995833,18.85625,1.0,685,1.2479167,63.4375,8,2.65,5.76,93
292,58,farm18,20170325,34주차,583.6508333,78.3775,19.13625,1.0,1239,1.6770833,62.5979167,10,2.77,4.94,101
293,59,farm18,20170319,34주차,552.3741667,75.4158333,18.7591667,1.0,1277,1.5308333,63.6870833,10,2.8,4.23,95
294,59,farm18,20170320,34주차,575.6691667,76.8575,18.6825,1.0,1432,2.1841667,63.0716667,13,2.66,5.47,83
295,59,farm18,20170321,34주차,559.28,75.7604167,18.9341667,1.0,1719,1.26125,61.6041667,13,2.69,4.62,88
296,59,farm18,20170322,34주차,572.6804167,79.4870833,19.1575,1.0,325,1.2441667,57.7225,8,2.68,5.6,95
297,59,farm18,20170323,34주차,583.0304167,74.2495833,19.43375,0.0,1981,1.405,60.2854167,19,2.61,5.59,78
298,59,farm18,20170324,34주차,588.2270833,80.3995833,18.85625,1.0,685,1.2479167,63.4375,8,2.65,5.76,93
299,59,farm18,20170325,34주차,583.6508333,78.3775,19.13625,1.0,1239,1.6770833,62.5979167,10,2.77,4.94,101
300,60,farm18,20170409,37주차,560.9583333,719.8616667,20.7820833,1.0,2162,11.8941667,86.0525,14,2.7,4.78,86
301,60,farm18,20170410,37주차,639.6975,857.1591667,17.19,1.0,125,11.6645833,87.41875,10,2.7,5.59,95
302,60,farm18,20170411,37주차,569.5566667,771.5858333,18.445,1.0,1674,32.6645833,87.5941667,13,2.65,4.14,100
303,60,farm18,20170412,37주차,560.9154167,666.8175,19.0970833,0.0,2316,18.1775,86.1879167,15,2.67,5.21,97
304,60,farm18,20170413,37주차,628.1933333,824.02375,17.76625,1.0,603,10.3645833,87.9979167,8,2.65,5.74,90
305,60,farm18,20170414,37주차,591.4629167,758.0233333,19.22375,1.0,2064,12.1065217,75.9608333,14,2.68,4.55,94
306,60,farm18,20170415,37주차,593.5608333,710.00625,19.1166667,0.0,2235,12.9125,72.5658333,13,2.68,5.03,91
307,61,farm18,20170409,37주차,560.9583333,719.8616667,20.7820833,1.0,2162,11.8941667,86.0525,14,2.7,4.78,86
308,61,farm18,20170410,37주차,639.6975,857.1591667,17.19,1.0,125,11.6645833,87.41875,10,2.7,5.59,95
309,61,farm18,20170411,37주차,569.5566667,771.5858333,18.445,1.0,1674,32.6645833,87.5941667,13,2.65,4.14,100
310,61,farm18,20170412,37주차,560.9154167,666.8175,19.0970833,0.0,2316,18.1775,86.1879167,15,2.67,5.21,97
311,61,farm18,20170413,37주차,628.1933333,824.02375,17.76625,1.0,603,10.3645833,87.9979167,8,2.65,5.74,90
312,61,farm18,20170414,37주차,591.4629167,758.0233333,19.22375,1.0,2064,12.1065217,75.9608333,14,2.68,4.55,94
313,61,farm18,20170415,37주차,593.5608333,710.00625,19.1166667,0.0,2235,12.9125,72.5658333,13,2.68,5.03,91
314,62,farm18,20170409,37주차,560.9583333,719.8616667,20.7820833,1.0,2162,11.8941667,86.0525,14,2.7,4.78,86
315,62,farm18,20170410,37주차,639.6975,857.1591667,17.19,1.0,125,11.6645833,87.41875,10,2.7,5.59,95
316,62,farm18,20170411,37주차,569.5566667,771.5858333,18.445,1.0,1674,32.6645833,87.5941667,13,2.65,4.14,100
317,62,farm18,20170412,37주차,560.9154167,666.8175,19.0970833,0.0,2316,18.1775,86.1879167,15,2.67,5.21,97
318,62,farm18,20170413,37주차,628.1933333,824.02375,17.76625,1.0,603,10.3645833,87.9979167,8,2.65,5.74,90
319,62,farm18,20170414,37주차,591.4629167,758.0233333,19.22375,1.0,2064,12.1065217,75.9608333,14,2.68,4.55,94
320,62,farm18,20170415,37주차,593.5608333,710.00625,19.1166667,0.0,2235,12.9125,72.5658333,13,2.68,5.03,91
321,63,farm18,20170409,37주차,560.9583333,719.8616667,20.7820833,1.0,2162,11.8941667,86.0525,14,2.7,4.78,86
322,63,farm18,20170410,37주차,639.6975,857.1591667,17.19,1.0,125,11.6645833,87.41875,10,2.7,5.59,95
323,63,farm18,20170411,37주차,569.5566667,771.5858333,18.445,1.0,1674,32.6645833,87.5941667,13,2.65,4.14,100
324,63,farm18,20170412,37주차,560.9154167,666.8175,19.0970833,0.0,2316,18.1775,86.1879167,15,2.67,5.21,97
325,63,farm18,20170413,37주차,628.1933333,824.02375,17.76625,1.0,603,10.3645833,87.9979167,8,2.65,5.74,90
326,63,farm18,20170414,37주차,591.4629167,758.0233333,19.22375,1.0,2064,12.1065217,75.9608333,14,2.68,4.55,94
327,63,farm18,20170415,37주차,593.5608333,710.00625,19.1166667,0.0,2235,12.9125,72.5658333,13,2.68,5.03,91
328,64,farm18,20170416,38주차,584.4195833,645.6495833,19.8633333,0.0,2161,13.3320833,76.2916667,14,2.65,4.18,93
329,64,farm18,20170417,38주차,582.8745833,625.5779167,20.0279167,0.0,1764,20.0233333,81.2725,14,2.7,4.19,100
330,64,farm18,20170418,38주차,571.9108333,715.6033333,20.09875,1.0,1095,20.8066667,79.3495833,9,2.67,5.6,93
331,64,farm18,20170419,38주차,569.9270833,673.9866667,19.5220833,1.0,1128,18.8573913,78.35375,10,2.65,5.62,93
332,64,farm18,20170421,38주차,5.3029167,5.6929167,1.4483333,0.0,323,3.3004167,7.76875,18,2.29,6.05,73
333,64,farm18,20170422,38주차,5.25125,5.4491667,1.4766667,0.0,335,2.3458333,7.60125,16,2.24,6.05,76
334,65,farm18,20170416,38주차,584.4195833,645.6495833,19.8633333,0.0,2161,13.3320833,76.2916667,14,2.65,4.18,93
335,65,farm18,20170417,38주차,582.8745833,625.5779167,20.0279167,0.0,1764,20.0233333,81.2725,14,2.7,4.19,100
336,65,farm18,20170418,38주차,571.9108333,715.6033333,20.09875,1.0,1095,20.8066667,79.3495833,9,2.67,5.6,93
337,65,farm18,20170419,38주차,569.9270833,673.9866667,19.5220833,1.0,1128,18.8573913,78.35375,10,2.65,5.62,93
338,65,farm18,20170421,38주차,5.3029167,5.6929167,1.4483333,0.0,323,3.3004167,7.76875,18,2.29,6.05,73
339,65,farm18,20170422,38주차,5.25125,5.4491667,1.4766667,0.0,335,2.3458333,7.60125,16,2.24,6.05,76
340,66,farm18,20170416,38주차,584.4195833,645.6495833,19.8633333,0.0,2161,13.3320833,76.2916667,14,2.65,4.18,93
341,66,farm18,20170417,38주차,582.8745833,625.5779167,20.0279167,0.0,1764,20.0233333,81.2725,14,2.7,4.19,100
342,66,farm18,20170418,38주차,571.9108333,715.6033333,20.09875,1.0,1095,20.8066667,79.3495833,9,2.67,5.6,93
343,66,farm18,20170419,38주차,569.9270833,673.9866667,19.5220833,1.0,1128,18.8573913,78.35375,10,2.65,5.62,93
344,66,farm18,20170421,38주차,5.3029167,5.6929167,1.4483333,0.0,323,3.3004167,7.76875,18,2.29,6.05,73
345,66,farm18,20170422,38주차,5.25125,5.4491667,1.4766667,0.0,335,2.3458333,7.60125,16,2.24,6.05,76
346,67,farm18,20170416,38주차,584.4195833,645.6495833,19.8633333,0.0,2161,13.3320833,76.2916667,14,2.65,4.18,93
347,67,farm18,20170417,38주차,582.8745833,625.5779167,20.0279167,0.0,1764,20.0233333,81.2725,14,2.7,4.19,100
348,67,farm18,20170418,38주차,571.9108333,715.6033333,20.09875,1.0,1095,20.8066667,79.3495833,9,2.67,5.6,93
349,67,farm18,20170419,38주차,569.9270833,673.9866667,19.5220833,1.0,1128,18.8573913,78.35375,10,2.65,5.62,93
350,67,farm18,20170421,38주차,5.3029167,5.6929167,1.4483333,0.0,323,3.3004167,7.76875,18,2.29,6.05,73
351,67,farm18,20170422,38주차,5.25125,5.4491667,1.4766667,0.0,335,2.3458333,7.60125,16,2.24,6.05,76
352,68,farm18,20170423,39주차,5.2608333,6.2316667,1.495,0.0,309,3.39875,7.4866667,17,2.21,6.0,72
353,68,farm18,20170424,39주차,5.1883333,6.2404167,1.6491667,0.0,316,1.46625,7.6116667,20,2.22,6.12,70
354,68,farm18,20170425,39주차,5.4108333,6.20875,1.5170833,0.0,263,1.2991667,7.6695833,20,2.18,6.04,75
355,68,farm18,20170426,39주차,5.4291667,6.3391667,1.6858333,0.0,340,1.2891667,8.2575,16,2.31,6.08,75
356,68,farm18,20170427,39주차,5.4070833,6.465,1.50875,1.0,282,1.5766667,8.7279167,19,2.16,6.04,75
357,68,farm18,20170428,39주차,5.0104167,7.3920833,1.4433333,1.0,75,1.489,8.7425,18,2.18,6.0,78
358,68,farm18,20170429,39주차,5.0270833,5.715,1.4033333,0.0,299,1.6854167,8.5520833,20,2.26,6.11,76
359,69,farm18,20170423,39주차,5.2608333,6.2316667,1.495,0.0,309,3.39875,7.4866667,17,2.21,6.0,72
360,69,farm18,20170424,39주차,5.1883333,6.2404167,1.6491667,0.0,316,1.46625,7.6116667,20,2.22,6.12,70
361,69,farm18,20170425,39주차,5.4108333,6.20875,1.5170833,0.0,263,1.2991667,7.6695833,20,2.18,6.04,75
362,69,farm18,20170426,39주차,5.4291667,6.3391667,1.6858333,0.0,340,1.2891667,8.2575,16,2.31,6.08,75
363,69,farm18,20170427,39주차,5.4070833,6.465,1.50875,1.0,282,1.5766667,8.7279167,19,2.16,6.04,75
364,69,farm18,20170428,39주차,5.0104167,7.3920833,1.4433333,1.0,75,1.489,8.7425,18,2.18,6.0,78
365,69,farm18,20170429,39주차,5.0270833,5.715,1.4033333,0.0,299,1.6854167,8.5520833,20,2.26,6.11,76
366,70,farm18,20170423,39주차,5.2608333,6.2316667,1.495,0.0,309,3.39875,7.4866667,17,2.21,6.0,72
367,70,farm18,20170424,39주차,5.1883333,6.2404167,1.6491667,0.0,316,1.46625,7.6116667,20,2.22,6.12,70
368,70,farm18,20170425,39주차,5.4108333,6.20875,1.5170833,0.0,263,1.2991667,7.6695833,20,2.18,6.04,75
369,70,farm18,20170426,39주차,5.4291667,6.3391667,1.6858333,0.0,340,1.2891667,8.2575,16,2.31,6.08,75
370,70,farm18,20170427,39주차,5.4070833,6.465,1.50875,1.0,282,1.5766667,8.7279167,19,2.16,6.04,75
371,70,farm18,20170428,39주차,5.0104167,7.3920833,1.4433333,1.0,75,1.489,8.7425,18,2.18,6.0,78
372,70,farm18,20170429,39주차,5.0270833,5.715,1.4033333,0.0,299,1.6854167,8.5520833,20,2.26,6.11,76
373,72,farm28,20170312,33주차,421.9325,75.0354167,18.6641667,0.0,1784,1.9079167,30.414950352866246,15,2.71,5.17,98
374,72,farm28,20170313,33주차,379.0233333,87.125,17.93875,1.0,618,1.3079167,30.414950352866246,10,2.71,5.71,96
375,72,farm28,20170314,33주차,386.7395833,83.40375,18.4920833,1.0,1549,1.7183333,30.414950352866246,13,2.74,5.71,101
376,72,farm28,20170315,33주차,399.02625,79.32875,17.4195833,0.0,1536,1.3795238,30.414950352866246,13,2.79,5.63,96
377,72,farm28,20170316,33주차,417.3829167,80.3241667,18.1008333,0.0,1436,1.5995455,30.414950352866246,15,2.83,5.67,91
378,72,farm28,20170317,33주차,386.3983333,84.3025,17.3083333,0.0,980,2.2516667,30.414950352866246,10,2.68,5.68,88
379,72,farm28,20170318,33주차,387.0291667,87.2879167,17.3833333,1.0,741,1.585,30.414950352866246,10,2.71,5.66,87
380,73,farm28,20170312,33주차,421.9325,75.0354167,18.6641667,0.0,1784,1.9079167,30.414950352866246,15,2.71,5.17,98
381,73,farm28,20170313,33주차,379.0233333,87.125,17.93875,1.0,618,1.3079167,30.414950352866246,10,2.71,5.71,96
382,73,farm28,20170314,33주차,386.7395833,83.40375,18.4920833,1.0,1549,1.7183333,30.414950352866246,13,2.74,5.71,101
383,73,farm28,20170315,33주차,399.02625,79.32875,17.4195833,0.0,1536,1.3795238,30.414950352866246,13,2.79,5.63,96
384,73,farm28,20170316,33주차,417.3829167,80.3241667,18.1008333,0.0,1436,1.5995455,30.414950352866246,15,2.83,5.67,91
385,73,farm28,20170317,33주차,386.3983333,84.3025,17.3083333,0.0,980,2.2516667,30.414950352866246,10,2.68,5.68,88
386,73,farm28,20170318,33주차,387.0291667,87.2879167,17.3833333,1.0,741,1.585,30.414950352866246,10,2.71,5.66,87
387,74,farm28,20170312,33주차,421.9325,75.0354167,18.6641667,0.0,1784,1.9079167,30.414950352866246,15,2.71,5.17,98
388,74,farm28,20170313,33주차,379.0233333,87.125,17.93875,1.0,618,1.3079167,30.414950352866246,10,2.71,5.71,96
389,74,farm28,20170314,33주차,386.7395833,83.40375,18.4920833,1.0,1549,1.7183333,30.414950352866246,13,2.74,5.71,101
390,74,farm28,20170315,33주차,399.02625,79.32875,17.4195833,0.0,1536,1.3795238,30.414950352866246,13,2.79,5.63,96
391,74,farm28,20170316,33주차,417.3829167,80.3241667,18.1008333,0.0,1436,1.5995455,30.414950352866246,15,2.83,5.67,91
392,74,farm28,20170317,33주차,386.3983333,84.3025,17.3083333,0.0,980,2.2516667,30.414950352866246,10,2.68,5.68,88
393,74,farm28,20170318,33주차,387.0291667,87.2879167,17.3833333,1.0,741,1.585,30.414950352866246,10,2.71,5.66,87
394,76,farm28,20170319,34주차,374.9645833,87.4654167,17.2233333,1.0,706,0.9677273,30.414950352866246,8,2.66,5.71,92
395,76,farm28,20170320,34주차,381.5675,83.4591667,17.7208333,1.0,1420,3.8580952,30.414950352866246,15,2.73,5.61,92
396,76,farm28,20170321,34주차,399.5608333,78.02125,17.8954167,0.0,1807,4.43125,30.414950352866246,15,2.69,5.01,92
397,76,farm28,20170322,34주차,363.0408333,91.3625,16.85125,1.0,302,1.3336842,30.414950352866246,8,2.7,5.61,87
398,76,farm28,20170323,34주차,396.3008333,76.84375,19.5841667,0.0,2093,6.0619048,30.414950352866246,15,2.66,5.05,94
399,76,farm28,20170324,34주차,340.2825,89.17375,17.0170833,1.0,373,6.7154167,30.414950352866246,10,2.66,5.58,100
400,76,farm28,20170325,34주차,353.5675,87.72,17.4358333,1.0,778,2.8245833,30.414950352866246,10,2.66,5.71,88
401,77,farm28,20170319,34주차,374.9645833,87.4654167,17.2233333,1.0,706,0.9677273,30.414950352866246,8,2.66,5.71,92
402,77,farm28,20170320,34주차,381.5675,83.4591667,17.7208333,1.0,1420,3.8580952,30.414950352866246,15,2.73,5.61,92
403,77,farm28,20170321,34주차,399.5608333,78.02125,17.8954167,0.0,1807,4.43125,30.414950352866246,15,2.69,5.01,92
404,77,farm28,20170322,34주차,363.0408333,91.3625,16.85125,1.0,302,1.3336842,30.414950352866246,8,2.7,5.61,87
405,77,farm28,20170323,34주차,396.3008333,76.84375,19.5841667,0.0,2093,6.0619048,30.414950352866246,15,2.66,5.05,94
406,77,farm28,20170324,34주차,340.2825,89.17375,17.0170833,1.0,373,6.7154167,30.414950352866246,10,2.66,5.58,100
407,77,farm28,20170325,34주차,353.5675,87.72,17.4358333,1.0,778,2.8245833,30.414950352866246,10,2.66,5.71,88
408,78,farm28,20170319,34주차,374.9645833,87.4654167,17.2233333,1.0,706,0.9677273,30.414950352866246,8,2.66,5.71,92
409,78,farm28,20170320,34주차,381.5675,83.4591667,17.7208333,1.0,1420,3.8580952,30.414950352866246,15,2.73,5.61,92
410,78,farm28,20170321,34주차,399.5608333,78.02125,17.8954167,0.0,1807,4.43125,30.414950352866246,15,2.69,5.01,92
411,78,farm28,20170322,34주차,363.0408333,91.3625,16.85125,1.0,302,1.3336842,30.414950352866246,8,2.7,5.61,87
412,78,farm28,20170323,34주차,396.3008333,76.84375,19.5841667,0.0,2093,6.0619048,30.414950352866246,15,2.66,5.05,94
