Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,일사량,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
62,farm18,20170415,37,593.5608333,710.00625,19.1166667,2235,13,2.68,5.03,91
63,farm18,20170409,37,560.9583333,719.8616667,20.7820833,2162,14,2.7,4.78,86
63,farm18,20170410,37,639.6975,857.1591667,17.19,125,10,2.7,5.59,95
63,farm18,20170411,37,569.5566667,771.5858333,18.445,1674,13,2.65,4.14,100
63,farm18,20170412,37,560.9154167,666.8175,19.0970833,2316,15,2.67,5.21,97
63,farm18,20170413,37,628.1933333,824.02375,17.76625,603,8,2.65,5.74,90
63,farm18,20170414,37,591.4629167,758.0233333,19.22375,2064,14,2.68,4.55,94
63,farm18,20170415,37,593.5608333,710.00625,19.1166667,2235,13,2.68,5.03,91
64,farm18,20170416,38,584.4195833,645.6495833,19.8633333,2161,14,2.65,4.18,93
64,farm18,20170417,38,582.8745833,625.5779167,20.0279167,1764,14,2.7,4.19,100
64,farm18,20170418,38,571.9108333,715.6033333,20.09875,1095,9,2.67,5.6,93
64,farm18,20170419,38,569.9270833,673.9866667,19.5220833,1128,10,2.65,5.62,93
64,farm18,20170421,38,5.3029167,5.6929167,1.4483333,323,18,2.29,6.05,73
64,farm18,20170422,38,5.25125,5.4491667,1.4766667,335,16,2.24,6.05,76
65,farm18,20170416,38,584.4195833,645.6495833,19.8633333,2161,14,2.65,4.18,93
65,farm18,20170417,38,582.8745833,625.5779167,20.0279167,1764,14,2.7,4.19,100
65,farm18,20170418,38,571.9108333,715.6033333,20.09875,1095,9,2.67,5.6,93
65,farm18,20170419,38,569.9270833,673.9866667,19.5220833,1128,10,2.65,5.62,93
65,farm18,20170421,38,5.3029167,5.6929167,1.4483333,323,18,2.29,6.05,73
65,farm18,20170422,38,5.25125,5.4491667,1.4766667,335,16,2.24,6.05,76
66,farm18,20170416,38,584.4195833,645.6495833,19.8633333,2161,14,2.65,4.18,93
66,farm18,20170417,38,582.8745833,625.5779167,20.0279167,1764,14,2.7,4.19,100
66,farm18,20170418,38,571.9108333,715.6033333,20.09875,1095,9,2.67,5.6,93
66,farm18,20170419,38,569.9270833,673.9866667,19.5220833,1128,10,2.65,5.62,93
66,farm18,20170421,38,5.3029167,5.6929167,1.4483333,323,18,2.29,6.05,73
66,farm18,20170422,38,5.25125,5.4491667,1.4766667,335,16,2.24,6.05,76
67,farm18,20170416,38,584.4195833,645.6495833,19.8633333,2161,14,2.65,4.18,93
67,farm18,20170417,38,582.8745833,625.5779167,20.0279167,1764,14,2.7,4.19,100
67,farm18,20170418,38,571.9108333,715.6033333,20.09875,1095,9,2.67,5.6,93
67,farm18,20170419,38,569.9270833,673.9866667,19.5220833,1128,10,2.65,5.62,93
67,farm18,20170421,38,5.3029167,5.6929167,1.4483333,323,18,2.29,6.05,73
67,farm18,20170422,38,5.25125,5.4491667,1.4766667,335,16,2.24,6.05,76
68,farm18,20170423,39,5.2608333,6.2316667,1.495,309,17,2.21,6.0,72
68,farm18,20170424,39,5.1883333,6.2404167,1.6491667,316,20,2.22,6.12,70
68,farm18,20170425,39,5.4108333,6.20875,1.5170833,263,20,2.18,6.04,75
68,farm18,20170426,39,5.4291667,6.3391667,1.6858333,340,16,2.31,6.08,75
68,farm18,20170427,39,5.4070833,6.465,1.50875,282,19,2.16,6.04,75
68,farm18,20170428,39,5.0104167,7.3920833,1.4433333,75,18,2.18,6.0,78
68,farm18,20170429,39,5.0270833,5.715,1.4033333,299,20,2.26,6.11,76
69,farm18,20170423,39,5.2608333,6.2316667,1.495,309,17,2.21,6.0,72
69,farm18,20170424,39,5.1883333,6.2404167,1.6491667,316,20,2.22,6.12,70
69,farm18,20170425,39,5.4108333,6.20875,1.5170833,263,20,2.18,6.04,75
69,farm18,20170426,39,5.4291667,6.3391667,1.6858333,340,16,2.31,6.08,75
69,farm18,20170427,39,5.4070833,6.465,1.50875,282,19,2.16,6.04,75
69,farm18,20170428,39,5.0104167,7.3920833,1.4433333,75,18,2.18,6.0,78
69,farm18,20170429,39,5.0270833,5.715,1.4033333,299,20,2.26,6.11,76
70,farm18,20170423,39,5.2608333,6.2316667,1.495,309,17,2.21,6.0,72
70,farm18,20170424,39,5.1883333,6.2404167,1.6491667,316,20,2.22,6.12,70
70,farm18,20170425,39,5.4108333,6.20875,1.5170833,263,20,2.18,6.04,75
70,farm18,20170426,39,5.4291667,6.3391667,1.6858333,340,16,2.31,6.08,75
70,farm18,20170427,39,5.4070833,6.465,1.50875,282,19,2.16,6.04,75
70,farm18,20170428,39,5.0104167,7.3920833,1.4433333,75,18,2.18,6.0,78
70,farm18,20170429,39,5.0270833,5.715,1.4033333,299,20,2.26,6.11,76
72,farm28,20170312,33,421.9325,75.0354167,18.6641667,1784,15,2.71,5.17,98
72,farm28,20170313,33,379.0233333,87.125,17.93875,618,10,2.71,5.71,96
72,farm28,20170314,33,386.7395833,83.40375,18.4920833,1549,13,2.74,5.71,101
72,farm28,20170315,33,399.02625,79.32875,17.4195833,1536,13,2.79,5.63,96
72,farm28,20170316,33,417.3829167,80.3241667,18.1008333,1436,15,2.83,5.67,91
72,farm28,20170317,33,386.3983333,84.3025,17.3083333,980,10,2.68,5.68,88
72,farm28,20170318,33,387.0291667,87.2879167,17.3833333,741,10,2.71,5.66,87
73,farm28,20170312,33,421.9325,75.0354167,18.6641667,1784,15,2.71,5.17,98
73,farm28,20170313,33,379.0233333,87.125,17.93875,618,10,2.71,5.71,96
73,farm28,20170314,33,386.7395833,83.40375,18.4920833,1549,13,2.74,5.71,101
73,farm28,20170315,33,399.02625,79.32875,17.4195833,1536,13,2.79,5.63,96
73,farm28,20170316,33,417.3829167,80.3241667,18.1008333,1436,15,2.83,5.67,91
73,farm28,20170317,33,386.3983333,84.3025,17.3083333,980,10,2.68,5.68,88
73,farm28,20170318,33,387.0291667,87.2879167,17.3833333,741,10,2.71,5.66,87
74,farm28,20170312,33,421.9325,75.0354167,18.6641667,1784,15,2.71,5.17,98
74,farm28,20170313,33,379.0233333,87.125,17.93875,618,10,2.71,5.71,96
74,farm28,20170314,33,386.7395833,83.40375,18.4920833,1549,13,2.74,5.71,101
74,farm28,20170315,33,399.02625,79.32875,17.4195833,1536,13,2.79,5.63,96
74,farm28,20170316,33,417.3829167,80.3241667,18.1008333,1436,15,2.83,5.67,91
74,farm28,20170317,33,386.3983333,84.3025,17.3083333,980,10,2.68,5.68,88
74,farm28,20170318,33,387.0291667,87.2879167,17.3833333,741,10,2.71,5.66,87
76,farm28,20170319,34,374.9645833,87.4654167,17.2233333,706,8,2.66,5.71,92
76,farm28,20170320,34,381.5675,83.4591667,17.7208333,1420,15,2.73,5.61,92
76,farm28,20170321,34,399.5608333,78.02125,17.8954167,1807,15,2.69,5.01,92
76,farm28,20170322,34,363.0408333,91.3625,16.85125,302,8,2.7,5.61,87
76,farm28,20170323,34,396.3008333,76.84375,19.5841667,2093,15,2.66,5.05,94
76,farm28,20170324,34,340.2825,89.17375,17.0170833,373,10,2.66,5.58,100
76,farm28,20170325,34,353.5675,87.72,17.4358333,778,10,2.66,5.71,88
77,farm28,20170319,34,374.9645833,87.4654167,17.2233333,706,8,2.66,5.71,92
77,farm28,20170320,34,381.5675,83.4591667,17.7208333,1420,15,2.73,5.61,92
77,farm28,20170321,34,399.5608333,78.02125,17.8954167,1807,15,2.69,5.01,92
77,farm28,20170322,34,363.0408333,91.3625,16.85125,302,8,2.7,5.61,87
77,farm28,20170323,34,396.3008333,76.84375,19.5841667,2093,15,2.66,5.05,94
77,farm28,20170324,34,340.2825,89.17375,17.0170833,373,10,2.66,5.58,100
77,farm28,20170325,34,353.5675,87.72,17.4358333,778,10,2.66,5.71,88
78,farm28,20170319,34,374.9645833,87.4654167,17.2233333,706,8,2.66,5.71,92
78,farm28,20170320,34,381.5675,83.4591667,17.7208333,1420,15,2.73,5.61,92
78,farm28,20170321,34,399.5608333,78.02125,17.8954167,1807,15,2.69,5.01,92
78,farm28,20170322,34,363.0408333,91.3625,16.85125,302,8,2.7,5.61,87
78,farm28,20170323,34,396.3008333,76.84375,19.5841667,2093,15,2.66,5.05,94
78,farm28,20170324,34,340.2825,89.17375,17.0170833,373,10,2.66,5.58,100
78,farm28,20170325,34,353.5675,87.72,17.4358333,778,10,2.66,5.71,88
79,farm28,20170319,34,374.9645833,87.4654167,17.2233333,706,8,2.66,5.71,92
79,farm28,20170320,34,381.5675,83.4591667,17.7208333,1420,15,2.73,5.61,92
79,farm28,20170321,34,399.5608333,78.02125,17.8954167,1807,15,2.69,5.01,92
79,farm28,20170322,34,363.0408333,91.3625,16.85125,302,8,2.7,5.61,87
79,farm28,20170323,34,396.3008333,76.84375,19.5841667,2093,15,2.66,5.05,94
79,farm28,20170324,34,340.2825,89.17375,17.0170833,373,10,2.66,5.58,100
79,farm28,20170325,34,353.5675,87.72,17.4358333,778,10,2.66,5.71,88
80,farm07,20191008,10,424.7733333,88.5525,23.3854167,853,13,2.61,5.49,75
80,farm07,20191009,10,462.35,87.0045833,25.6195833,1775,8,2.26,5.68,84
80,farm07,20191010,10,463.4475,88.3966667,24.2283333,1347,13,2.82,5.51,125
80,farm07,20191011,10,462.1279167,94.57125,23.8770833,340,13,2.7,5.45,75
80,farm07,20191012,10,418.91625,90.105,26.81,1756,8,2.41,5.88,83
80,farm07,20191013,10,424.08625,89.5770833,26.2345833,1705,10,2.46,5.78,85
80,farm07,20191014,10,444.44875,88.8329167,25.3120833,1749,10,2.34,5.71,92
81,farm07,20191008,10,424.7733333,88.5525,23.3854167,853,13,2.61,5.49,75
81,farm07,20191009,10,462.35,87.0045833,25.6195833,1775,8,2.26,5.68,84
81,farm07,20191010,10,463.4475,88.3966667,24.2283333,1347,13,2.82,5.51,125
81,farm07,20191011,10,462.1279167,94.57125,23.8770833,340,13,2.7,5.45,75
81,farm07,20191012,10,418.91625,90.105,26.81,1756,8,2.41,5.88,83
81,farm07,20191013,10,424.08625,89.5770833,26.2345833,1705,10,2.46,5.78,85
81,farm07,20191014,10,444.44875,88.8329167,25.3120833,1749,10,2.34,5.71,92
82,farm07,20191008,10,424.7733333,88.5525,23.3854167,853,13,2.61,5.49,75
82,farm07,20191009,10,462.35,87.0045833,25.6195833,1775,8,2.26,5.68,84
82,farm07,20191010,10,463.4475,88.3966667,24.2283333,1347,13,2.82,5.51,125
82,farm07,20191011,10,462.1279167,94.57125,23.8770833,340,13,2.7,5.45,75
82,farm07,20191012,10,418.91625,90.105,26.81,1756,8,2.41,5.88,83
82,farm07,20191013,10,424.08625,89.5770833,26.2345833,1705,10,2.46,5.78,85
82,farm07,20191014,10,444.44875,88.8329167,25.3120833,1749,10,2.34,5.71,92
83,farm07,20191008,10,424.7733333,88.5525,23.3854167,853,13,2.61,5.49,75
83,farm07,20191009,10,462.35,87.0045833,25.6195833,1775,8,2.26,5.68,84
83,farm07,20191010,10,463.4475,88.3966667,24.2283333,1347,13,2.82,5.51,125
83,farm07,20191011,10,462.1279167,94.57125,23.8770833,340,13,2.7,5.45,75
83,farm07,20191012,10,418.91625,90.105,26.81,1756,8,2.41,5.88,83
83,farm07,20191013,10,424.08625,89.5770833,26.2345833,1705,10,2.46,5.78,85
83,farm07,20191014,10,444.44875,88.8329167,25.3120833,1749,10,2.34,5.71,92
84,farm07,20191015,11,450.2875,89.0229167,25.4404167,1607,8,2.3,5.65,87
84,farm07,20191016,11,467.9645833,90.4283333,25.13125,989,12,2.7,5.41,59
84,farm07,20191017,11,426.6870833,90.6195833,25.7620833,1165,13,2.68,5.36,64
84,farm07,20191018,11,416.3816667,89.9970833,26.30125,1526,9,2.44,5.92,85
84,farm07,20191019,11,395.95375,88.215,25.6670833,1668,11,2.38,5.74,83
84,farm07,20191020,11,402.34,87.2883333,20.26875,1563,10,2.39,6.0,90
84,farm07,20191021,11,421.2141667,87.7225,27.3541667,1676,11,2.35,5.91,92
86,farm07,20191015,11,450.2875,89.0229167,25.4404167,1607,8,2.3,5.65,87
86,farm07,20191016,11,467.9645833,90.4283333,25.13125,989,12,2.7,5.41,59
86,farm07,20191017,11,426.6870833,90.6195833,25.7620833,1165,13,2.68,5.36,64
86,farm07,20191018,11,416.3816667,89.9970833,26.30125,1526,9,2.44,5.92,85
86,farm07,20191019,11,395.95375,88.215,25.6670833,1668,11,2.38,5.74,83
86,farm07,20191020,11,402.34,87.2883333,20.26875,1563,10,2.39,6.0,90
86,farm07,20191021,11,421.2141667,87.7225,27.3541667,1676,11,2.35,5.91,92
87,farm07,20191015,11,450.2875,89.0229167,25.4404167,1607,8,2.3,5.65,87
87,farm07,20191016,11,467.9645833,90.4283333,25.13125,989,12,2.7,5.41,59
87,farm07,20191017,11,426.6870833,90.6195833,25.7620833,1165,13,2.68,5.36,64
87,farm07,20191018,11,416.3816667,89.9970833,26.30125,1526,9,2.44,5.92,85
87,farm07,20191019,11,395.95375,88.215,25.6670833,1668,11,2.38,5.74,83
87,farm07,20191020,11,402.34,87.2883333,20.26875,1563,10,2.39,6.0,90
87,farm07,20191021,11,421.2141667,87.7225,27.3541667,1676,11,2.35,5.91,92
88,farm07,20191022,12,449.1908333,86.0820833,22.8570833,1408,9,2.24,5.65,87
88,farm07,20191023,12,436.26625,85.4891667,27.0308333,1647,11,2.32,5.84,90
88,farm07,20191024,12,421.08375,87.3045833,28.01875,1616,11,2.21,5.65,86
88,farm07,20191025,12,445.2433333,88.665,24.54,1460,12,2.84,5.52,100
88,farm07,20191026,12,468.6466667,90.4525,26.22125,1196,11,2.84,5.53,131
88,farm07,20191027,12,442.8858333,90.595,24.3920833,1223,12,2.86,5.51,104
88,farm07,20191028,12,469.69375,89.96625,24.0291667,1264,12,2.84,5.5,97
89,farm07,20191022,12,449.1908333,86.0820833,22.8570833,1408,9,2.24,5.65,87
89,farm07,20191023,12,436.26625,85.4891667,27.0308333,1647,11,2.32,5.84,90
89,farm07,20191024,12,421.08375,87.3045833,28.01875,1616,11,2.21,5.65,86
89,farm07,20191025,12,445.2433333,88.665,24.54,1460,12,2.84,5.52,100
89,farm07,20191026,12,468.6466667,90.4525,26.22125,1196,11,2.84,5.53,131
89,farm07,20191027,12,442.8858333,90.595,24.3920833,1223,12,2.86,5.51,104
89,farm07,20191028,12,469.69375,89.96625,24.0291667,1264,12,2.84,5.5,97
90,farm07,20191022,12,449.1908333,86.0820833,22.8570833,1408,9,2.24,5.65,87
90,farm07,20191023,12,436.26625,85.4891667,27.0308333,1647,11,2.32,5.84,90
90,farm07,20191024,12,421.08375,87.3045833,28.01875,1616,11,2.21,5.65,86
90,farm07,20191025,12,445.2433333,88.665,24.54,1460,12,2.84,5.52,100
90,farm07,20191026,12,468.6466667,90.4525,26.22125,1196,11,2.84,5.53,131
90,farm07,20191027,12,442.8858333,90.595,24.3920833,1223,12,2.86,5.51,104
90,farm07,20191028,12,469.69375,89.96625,24.0291667,1264,12,2.84,5.5,97
91,farm07,20191022,12,449.1908333,86.0820833,22.8570833,1408,9,2.24,5.65,87
91,farm07,20191023,12,436.26625,85.4891667,27.0308333,1647,11,2.32,5.84,90
91,farm07,20191024,12,421.08375,87.3045833,28.01875,1616,11,2.21,5.65,86
91,farm07,20191025,12,445.2433333,88.665,24.54,1460,12,2.84,5.52,100
91,farm07,20191026,12,468.6466667,90.4525,26.22125,1196,11,2.84,5.53,131
91,farm07,20191027,12,442.8858333,90.595,24.3920833,1223,12,2.86,5.51,104
91,farm07,20191028,12,469.69375,89.96625,24.0291667,1264,12,2.84,5.5,97
92,farm07,20191029,13,444.64875,90.4220833,25.5929167,1467,12,2.84,5.51,94
92,farm07,20191030,13,431.7895833,86.3941667,25.6941667,1511,11,2.87,5.52,96
92,farm07,20191031,13,423.8591667,89.54375,24.3183333,1251,11,2.85,5.52,122
92,farm07,20191101,13,400.9866667,86.4691667,25.4441667,1534,11,2.85,5.54,96
92,farm07,20191102,13,406.7304167,85.5170833,26.6066667,1485,12,2.87,5.52,96
92,farm07,20191103,13,433.0945833,90.9083333,26.0616667,917,10,2.74,5.24,107
92,farm07,20191104,13,426.89,90.7341667,24.5633333,1096,9,2.85,5.5,68
93,farm07,20191029,13,444.64875,90.4220833,25.5929167,1467,12,2.84,5.51,94
93,farm07,20191030,13,431.7895833,86.3941667,25.6941667,1511,11,2.87,5.52,96
93,farm07,20191031,13,423.8591667,89.54375,24.3183333,1251,11,2.85,5.52,122
93,farm07,20191101,13,400.9866667,86.4691667,25.4441667,1534,11,2.85,5.54,96
93,farm07,20191102,13,406.7304167,85.5170833,26.6066667,1485,12,2.87,5.52,96
93,farm07,20191103,13,433.0945833,90.9083333,26.0616667,917,10,2.74,5.24,107
93,farm07,20191104,13,426.89,90.7341667,24.5633333,1096,9,2.85,5.5,68
94,farm07,20191029,13,444.64875,90.4220833,25.5929167,1467,12,2.84,5.51,94
94,farm07,20191030,13,431.7895833,86.3941667,25.6941667,1511,11,2.87,5.52,96
94,farm07,20191031,13,423.8591667,89.54375,24.3183333,1251,11,2.85,5.52,122
94,farm07,20191101,13,400.9866667,86.4691667,25.4441667,1534,11,2.85,5.54,96
94,farm07,20191102,13,406.7304167,85.5170833,26.6066667,1485,12,2.87,5.52,96
94,farm07,20191103,13,433.0945833,90.9083333,26.0616667,917,10,2.74,5.24,107
94,farm07,20191104,13,426.89,90.7341667,24.5633333,1096,9,2.85,5.5,68
95,farm07,20191029,13,444.64875,90.4220833,25.5929167,1467,12,2.84,5.51,94
95,farm07,20191030,13,431.7895833,86.3941667,25.6941667,1511,11,2.87,5.52,96
95,farm07,20191031,13,423.8591667,89.54375,24.3183333,1251,11,2.85,5.52,122
95,farm07,20191101,13,400.9866667,86.4691667,25.4441667,1534,11,2.85,5.54,96
95,farm07,20191102,13,406.7304167,85.5170833,26.6066667,1485,12,2.87,5.52,96
95,farm07,20191103,13,433.0945833,90.9083333,26.0616667,917,10,2.74,5.24,107
95,farm07,20191104,13,426.89,90.7341667,24.5633333,1096,9,2.85,5.5,68
98,farm07,20191105,14,431.5025,89.09,24.3825,1341,12,2.81,5.53,93
98,farm07,20191106,14,445.92,92.53,22.08625,515,9,2.73,4.86,130
98,farm07,20191107,14,402.0175,87.785,22.0783333,1463,11,2.88,5.51,95
98,farm07,20191108,14,419.1904167,85.8033333,22.0158333,1376,11,2.82,5.54,96
98,farm07,20191109,14,451.54,88.57125,23.01125,1225,11,2.81,5.53,109
98,farm07,20191110,14,495.7104167,95.395,23.9020833,301,10,2.77,5.19,128
98,farm07,20191111,14,412.7616667,94.73375,22.6666667,529,9,2.75,5.17,125
99,farm07,20191105,14,431.5025,89.09,24.3825,1341,12,2.81,5.53,93
99,farm07,20191106,14,445.92,92.53,22.08625,515,9,2.73,4.86,130
99,farm07,20191107,14,402.0175,87.785,22.0783333,1463,11,2.88,5.51,95
99,farm07,20191108,14,419.1904167,85.8033333,22.0158333,1376,11,2.82,5.54,96
99,farm07,20191109,14,451.54,88.57125,23.01125,1225,11,2.81,5.53,109
99,farm07,20191110,14,495.7104167,95.395,23.9020833,301,10,2.77,5.19,128
99,farm07,20191111,14,412.7616667,94.73375,22.6666667,529,9,2.75,5.17,125
100,farm07,20191112,15,409.0429167,89.7820833,22.2841667,1069,9,2.82,5.5,54
100,farm07,20191113,15,417.2441667,86.40125,23.3508333,1393,11,2.87,5.55,93
100,farm07,20191114,15,428.2045833,86.0304167,23.7304167,1270,12,2.82,5.53,96
100,farm07,20191115,15,454.97875,88.4504167,24.43,1273,11,2.8,5.51,95
100,farm07,20191116,15,457.2416667,89.2875,23.3333333,1306,12,2.87,5.55,97
100,farm07,20191117,15,473.24,94.2895833,26.4345833,764,9,2.73,5.07,133
100,farm07,20191118,15,391.9545833,92.95625,21.1866667,636,10,2.75,5.43,118
102,farm07,20191112,15,409.0429167,89.7820833,22.2841667,1069,9,2.82,5.5,54
102,farm07,20191113,15,417.2441667,86.40125,23.3508333,1393,11,2.87,5.55,93
102,farm07,20191114,15,428.2045833,86.0304167,23.7304167,1270,12,2.82,5.53,96
102,farm07,20191115,15,454.97875,88.4504167,24.43,1273,11,2.8,5.51,95
102,farm07,20191116,15,457.2416667,89.2875,23.3333333,1306,12,2.87,5.55,97
102,farm07,20191117,15,473.24,94.2895833,26.4345833,764,9,2.73,5.07,133
102,farm07,20191118,15,391.9545833,92.95625,21.1866667,636,10,2.75,5.43,118
104,farm07,20191119,16,442.42625,90.1754167,21.8775,896,10,2.71,5.36,108
104,farm07,20191120,16,455.3358333,94.79875,21.8370833,406,10,2.73,5.05,105
104,farm07,20191121,16,420.41125,87.4045833,21.5658333,1109,9,2.87,5.52,68
104,farm07,20191122,16,423.7220833,85.105,24.21,1309,12,2.88,5.51,97
104,farm07,20191123,16,434.45625,85.6229167,25.815,1236,12,2.83,5.53,110
104,farm07,20191124,16,462.35375,95.9058333,21.7008333,111,9,2.77,4.94,104
104,farm07,20191125,16,396.3066667,91.7529167,22.4608333,694,10,2.78,5.39,119
105,farm07,20191119,16,442.42625,90.1754167,21.8775,896,10,2.71,5.36,108
105,farm07,20191120,16,455.3358333,94.79875,21.8370833,406,10,2.73,5.05,105
105,farm07,20191121,16,420.41125,87.4045833,21.5658333,1109,9,2.87,5.52,68
105,farm07,20191122,16,423.7220833,85.105,24.21,1309,12,2.88,5.51,97
105,farm07,20191123,16,434.45625,85.6229167,25.815,1236,12,2.83,5.53,110
105,farm07,20191124,16,462.35375,95.9058333,21.7008333,111,9,2.77,4.94,104
105,farm07,20191125,16,396.3066667,91.7529167,22.4608333,694,10,2.78,5.39,119
106,farm07,20191119,16,442.42625,90.1754167,21.8775,896,10,2.71,5.36,108
106,farm07,20191120,16,455.3358333,94.79875,21.8370833,406,10,2.73,5.05,105
106,farm07,20191121,16,420.41125,87.4045833,21.5658333,1109,9,2.87,5.52,68
106,farm07,20191122,16,423.7220833,85.105,24.21,1309,12,2.88,5.51,97
106,farm07,20191123,16,434.45625,85.6229167,25.815,1236,12,2.83,5.53,110
106,farm07,20191124,16,462.35375,95.9058333,21.7008333,111,9,2.77,4.94,104
106,farm07,20191125,16,396.3066667,91.7529167,22.4608333,694,10,2.78,5.39,119
108,farm07,20191126,17,409.41125,88.21,23.2908333,931,10,2.76,5.48,104
108,farm07,20191127,17,419.9933333,84.86375,24.73625,1131,9,2.8,5.53,45
108,farm07,20191128,17,423.0916667,86.4354167,25.1675,1209,12,2.8,5.54,129
108,farm07,20191129,17,400.04125,79.91125,24.145,957,5,2.64,5.88,113
108,farm07,20191130,17,405.06375,79.8404167,24.90625,1197,12,2.84,5.52,117
108,farm07,20191201,17,421.5920833,81.8279167,25.4308333,1209,12,2.87,5.52,116
108,farm07,20191202,17,414.6995833,82.2,26.1591667,1086,10,2.81,5.51,66
109,farm07,20191126,17,409.41125,88.21,23.2908333,931,10,2.76,5.48,104
109,farm07,20191127,17,419.9933333,84.86375,24.73625,1131,9,2.8,5.53,45
109,farm07,20191128,17,423.0916667,86.4354167,25.1675,1209,12,2.8,5.54,129
109,farm07,20191129,17,400.04125,79.91125,24.145,957,5,2.64,5.88,113
109,farm07,20191130,17,405.06375,79.8404167,24.90625,1197,12,2.84,5.52,117
109,farm07,20191201,17,421.5920833,81.8279167,25.4308333,1209,12,2.87,5.52,116
109,farm07,20191202,17,414.6995833,82.2,26.1591667,1086,10,2.81,5.51,66
112,farm07,20191203,18,432.9670833,84.0725,26.12375,1045,6,2.57,5.95,107
112,farm07,20191204,18,452.68,87.2941667,24.0870833,802,9,2.71,5.29,107
112,farm07,20191205,18,418.2091667,83.5283333,24.2404167,1190,12,2.86,5.53,105
112,farm07,20191206,18,412.4070833,84.6754167,25.7529167,923,9,2.75,5.38,119
112,farm07,20191207,18,431.0479167,84.3558333,22.2658333,1113,9,2.81,5.54,65
112,farm07,20191208,18,441.3275,82.11125,25.9579167,1073,10,2.84,5.51,59
112,farm07,20191209,18,455.5316667,83.05125,25.3795833,911,13,2.59,5.8,49
113,farm07,20191203,18,432.9670833,84.0725,26.12375,1045,6,2.57,5.95,107
113,farm07,20191204,18,452.68,87.2941667,24.0870833,802,9,2.71,5.29,107
113,farm07,20191205,18,418.2091667,83.5283333,24.2404167,1190,12,2.86,5.53,105
113,farm07,20191206,18,412.4070833,84.6754167,25.7529167,923,9,2.75,5.38,119
113,farm07,20191207,18,431.0479167,84.3558333,22.2658333,1113,9,2.81,5.54,65
113,farm07,20191208,18,441.3275,82.11125,25.9579167,1073,10,2.84,5.51,59
113,farm07,20191209,18,455.5316667,83.05125,25.3795833,911,13,2.59,5.8,49
114,farm07,20191203,18,432.9670833,84.0725,26.12375,1045,6,2.57,5.95,107
114,farm07,20191204,18,452.68,87.2941667,24.0870833,802,9,2.71,5.29,107
114,farm07,20191205,18,418.2091667,83.5283333,24.2404167,1190,12,2.86,5.53,105
114,farm07,20191206,18,412.4070833,84.6754167,25.7529167,923,9,2.75,5.38,119
114,farm07,20191207,18,431.0479167,84.3558333,22.2658333,1113,9,2.81,5.54,65
114,farm07,20191208,18,441.3275,82.11125,25.9579167,1073,10,2.84,5.51,59
114,farm07,20191209,18,455.5316667,83.05125,25.3795833,911,13,2.59,5.8,49
115,farm07,20191203,18,432.9670833,84.0725,26.12375,1045,6,2.57,5.95,107
115,farm07,20191204,18,452.68,87.2941667,24.0870833,802,9,2.71,5.29,107
115,farm07,20191205,18,418.2091667,83.5283333,24.2404167,1190,12,2.86,5.53,105
115,farm07,20191206,18,412.4070833,84.6754167,25.7529167,923,9,2.75,5.38,119
115,farm07,20191207,18,431.0479167,84.3558333,22.2658333,1113,9,2.81,5.54,65
115,farm07,20191208,18,441.3275,82.11125,25.9579167,1073,10,2.84,5.51,59
